2024-01-24 13:39:39,768: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-24 13:39:40,720: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-24 13:39:40,722: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-24 13:39:40,722: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-24 13:39:40,723: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-24 13:39:40,724: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-24 13:39:40[0m
2024-01-24 13:39:40,724: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:40,730: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,922: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-24 13:39:42,925: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-24 13:39:42[0m
2024-01-24 13:39:42,925: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,925: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,926: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,926: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-24 13:39:42,926: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-24 13:39:42,926: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-24 13:39:42,926: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-24 13:39:42,929: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-24 13:39:42,930: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-24 13:39:42,931: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-24 13:39:42,932: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-24 13:39:42,933: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,933: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,933: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,933: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,933: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,934: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,935: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,935: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,935: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,935: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,935: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,936: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,937: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-24 13:39:42,938: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,938: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,939: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,939: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,939: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,940: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,941: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-24 13:39:42,941: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-24 13:39:42,941: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,942: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,943: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,943: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,943: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,943: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,945: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-01-24 13:39:42,945: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,946: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,947: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-24 13:39:42,947: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,947: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,947: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,947: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-24 13:39:42,948: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,948: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-24 13:39:42,949: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-01-24 13:39:42,949: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-24 13:39:42,951: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-24 13:39:42[0m
2024-01-24 13:39:42,951: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
